fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol,period_type,statement_type
2010-06-30,USD,12397000000,8118000000,1629000000,1629000000,1940000000.0,805000000,4279000000,1704000000.0,,1229000000.0,1229000000.0,1229000000.0,,,3479000000,265000000.0,,6540000000,5250000000,3545000000.0,,,,1290000000,,132000000.0,,,132000000.0,1705000000,1158000000.0,5857000000,-600000000.0,678000000,5000000,9100000000,AMZN,Quarterly,balance
2010-09-30,USD,14162000000,9559000000,1539000000,1539000000,2515000000.0,959000000,4603000000,2099000000.0,,1277000000.0,1277000000.0,1277000000.0,,,4346000000,200000000.0,,7765000000,6375000000,4614000000.0,,,,1390000000,,164000000.0,,,164000000.0,1761000000,1226000000.0,6397000000,-600000000.0,908000000,5000000,9120000000,AMZN,Quarterly,balance
2010-12-31,USD,18797000000,13747000000,3777000000,3777000000,3202000000.0,1587000000,5050000000,2414000000.0,,563000000.0,563000000.0,1349000000.0,,,4985000000,196000000.0,,11933000000,10372000000,8051000000.0,,,,1561000000,,641000000.0,,,641000000.0,2321000000,1561000000.0,6864000000,-600000000.0,1324000000,5000000,9120000000,AMZN,Annual,balance
2010-12-31,USD,18797000000,13747000000,3777000000,3777000000,3202000000.0,1587000000,5050000000,2414000000.0,,563000000.0,563000000.0,1349000000.0,,,4985000000,196000000.0,,11933000000,10372000000,8051000000.0,,,,1561000000,,641000000.0,,,641000000.0,2321000000,1561000000.0,6864000000,-600000000.0,1324000000,5000000,9160000000,AMZN,Quarterly,balance
2011-03-31,USD,16882000000,11288000000,2641000000,2641000000,2888000000.0,1304000000,5594000000,2902000000.0,,1513000000.0,1513000000.0,1513000000.0,,,4240000000,215000000.0,,9535000000,7730000000,5540000000.0,,,,1805000000,,0.0,,,,2190000000,,7347000000,-600000000.0,1525000000,5000000,9180000000,AMZN,Quarterly,balance
2011-06-30,USD,17941000000,11279000000,2047000000,2047000000,3229000000.0,1438000000,6662000000,3470000000.0,,1909000000.0,1909000000.0,1909000000.0,,,4308000000,257000000.0,,10176000000,8045000000,5721000000.0,,,,2131000000,,0.0,,,,2324000000,,7765000000,-600000000.0,1715000000,5000000,9200000000,AMZN,Quarterly,balance
2011-09-30,USD,19054000000,11904000000,2823000000,2823000000,3770000000.0,1496000000,7150000000,3999000000.0,,1934000000.0,1934000000.0,1934000000.0,,,3503000000,312000000.0,,11288000000,8978000000,6552000000.0,,,,2310000000,,0.0,,,2310000000.0,2426000000,,7766000000,-600000000.0,1778000000,5000000,9220000000,AMZN,Quarterly,balance
2011-12-31,USD,25278000000,17490000000,5269000000,5269000000,4992000000.0,2571000000,7788000000,4417000000.0,,647000000.0,647000000.0,1955000000.0,,,4307000000,351000000.0,,17521000000,14896000000,11145000000.0,,,,2625000000,,1415000000.0,,,1415000000.0,3751000000,,7757000000,-877000000.0,1955000000,5000000,9220000000,AMZN,Annual,balance
2011-12-31,USD,25278000000,17490000000,5269000000,5269000000,4992000000.0,2571000000,7788000000,4417000000.0,,647000000.0,647000000.0,1955000000.0,,,4307000000,351000000.0,,17521000000,14896000000,11145000000.0,,,,2625000000,,1415000000.0,,,1415000000.0,3751000000,,7757000000,-877000000.0,1955000000,5000000,9240000000,AMZN,Quarterly,balance
2012-03-31,USD,20339000000,12154000000,2288000000,2288000000,4255000000.0,1813000000,8185000000,4653000000.0,,1970000000.0,1970000000.0,1970000000.0,,,3427000000,371000000.0,,13068000000,10488000000,6886000000.0,,,,2580000000,,0.0,,,,3602000000,,7271000000,-1837000000.0,2085000000,5000000,9200000000,AMZN,Quarterly,balance
2012-06-30,USD,21022000000,11793000000,2335000000,2335000000,4380000000.0,2035000000,9229000000,5097000000.0,,2521000000.0,2521000000.0,2521000000.0,,,2635000000,408000000.0,,13517000000,10964000000,7072000000.0,,,,2553000000,,0.0,,,,3892000000,,7505000000,-1837000000.0,2092000000,5000000,9160000000,AMZN,Quarterly,balance
2012-09-30,USD,22834000000,13118000000,2980000000,2980000000,5065000000.0,2392000000,9716000000,5662000000.0,,2540000000.0,2540000000.0,2540000000.0,,,2268000000,413000000.0,,15281000000,12605000000,8369000000.0,,,,2676000000,,0.0,,,,4236000000,,7553000000,-1837000000.0,1818000000,5000000,9200000000,AMZN,Quarterly,balance
2012-12-31,USD,32555000000,21296000000,8084000000,8084000000,6031000000.0,3364000000,11259000000,7060000000.0,,725000000.0,725000000.0,2552000000.0,,,3364000000,453000000.0,,24363000000,19002000000,13318000000.0,,,792000000.0,5361000000,,3084000000.0,,,3876000000.0,4892000000,2277000000.0,8192000000,-1837000000.0,1916000000,5000000,9060000000,AMZN,Annual,balance
2012-12-31,USD,32555000000,21296000000,8084000000,8084000000,6031000000.0,3364000000,11259000000,7060000000.0,,725000000.0,725000000.0,2552000000.0,,,3364000000,453000000.0,,24363000000,19002000000,13318000000.0,,,792000000.0,5361000000,,3084000000.0,,,3876000000.0,4892000000,2277000000.0,8192000000,-1837000000.0,1916000000,5000000,9220000000,AMZN,Quarterly,balance
2013-03-31,USD,28377000000,16313000000,4481000000,4481000000,5395000000.0,2516000000,12064000000,7674000000.0,,2535000000.0,2535000000.0,2535000000.0,,,3414000000,507000000.0,,19945000000,14332000000,8916000000.0,,,652000000.0,5613000000,,3040000000.0,,,3692000000.0,4764000000,2573000000.0,8432000000,-1837000000.0,1998000000,5000000,9260000000,AMZN,Quarterly,balance
2013-06-30,USD,29623000000,16285000000,3704000000,3704000000,5420000000.0,2861000000,13338000000,8789000000.0,,2614000000.0,2614000000.0,2614000000.0,,,3759000000,541000000.0,,20890000000,14735000000,8990000000.0,,,691000000.0,6155000000,,3042000000.0,,,3733000000.0,5054000000,3113000000.0,8733000000,-1837000000.0,1991000000,5000000,9120000000,AMZN,Quarterly,balance
2013-09-30,USD,31861000000,17334000000,3872000000,3872000000,6068000000.0,3057000000,14527000000,9991000000.0,,2635000000.0,2635000000.0,2635000000.0,,,3817000000,520000000.0,,22774000000,16135000000,10037000000.0,,,680000000.0,6639000000,,3043000000.0,,,3723000000.0,5418000000,3596000000.0,9087000000,-1837000000.0,1950000000,5000000,9140000000,AMZN,Quarterly,balance
2013-12-31,USD,40159000000,24625000000,8658000000,8658000000,7411000000.0,4767000000,15534000000,10949000000.0,,645000000.0,645000000.0,2655000000.0,,,3789000000,-4767000000.0,,30413000000,22980000000,15133000000.0,,,753000000.0,7433000000,,3191000000.0,,,5181000000.0,6688000000,4242000000.0,9746000000,-1837000000.0,2190000000,5000000,9300000000,AMZN,Annual,balance
2013-12-31,USD,40159000000,24625000000,8658000000,8658000000,7411000000.0,4767000000,15534000000,10949000000.0,,645000000.0,645000000.0,2655000000.0,,,3789000000,-4767000000.0,,30413000000,22980000000,15133000000.0,,,753000000.0,7433000000,,3191000000.0,,,5181000000.0,6688000000,4242000000.0,9746000000,-1837000000.0,2190000000,5000000,9340000000,AMZN,Quarterly,balance
2014-03-31,USD,36364000000,19327000000,5074000000,5074000000,6716000000.0,3945000000,17037000000,12267000000.0,,2653000000.0,2653000000.0,2653000000.0,,,3592000000,3945000000.0,,26036000000,18357000000,10590000000.0,,,784000000.0,7679000000,,3147000000.0,,,3931000000.0,5467000000,4532000000.0,10328000000,-1837000000.0,2298000000,5000000,9360000000,AMZN,Quarterly,balance
2014-06-30,USD,37898000000,18755000000,5057000000,5057000000,6644000000.0,4125000000,19143000000,14089000000.0,,2677000000.0,2677000000.0,2677000000.0,,,2929000000,4125000000.0,,27296000000,18751000000,10457000000.0,,,860000000.0,8545000000,,3119000000.0,,,3979000000.0,5828000000,5426000000.0,10602000000,-1837000000.0,2172000000,5000000,9220000000,AMZN,Quarterly,balance
2014-09-30,USD,40419000000,18572000000,5258000000,5258000000,7316000000.0,4373000000,21847000000,15702000000.0,,3332000000.0,3332000000.0,3332000000.0,,,1625000000,4373000000.0,,30083000000,20842000000,11811000000.0,,,864000000.0,9241000000,,3099000000.0,,,3963000000.0,6353000000,6142000000.0,10336000000,-1837000000.0,1735000000,5000000,9260000000,AMZN,Quarterly,balance
2014-12-31,USD,54505000000,31327000000,14557000000,14557000000,8299000000.0,5612000000,23178000000,16967000000.0,,764000000.0,764000000.0,3319000000.0,,,2859000000,-5612000000.0,,43764000000,28089000000,16459000000.0,,,1520000000.0,15675000000,,8265000000.0,1520000000.0,,12489000000.0,9807000000,7410000000.0,10741000000,-1837000000.0,1949000000,5000000,9240000000,AMZN,Annual,balance
2014-12-31,USD,54505000000,31327000000,14557000000,14557000000,8299000000.0,5612000000,23178000000,16967000000.0,,764000000.0,764000000.0,3319000000.0,,,2859000000,-5612000000.0,,43764000000,28089000000,16459000000.0,,,1520000000.0,15675000000,,8265000000.0,1520000000.0,,12489000000.0,9807000000,7410000000.0,10741000000,-1837000000.0,1949000000,5000000,9440000000,AMZN,Quarterly,balance
2015-03-31,USD,50075000000,25922000000,10237000000,10237000000,7369000000.0,4772000000,24153000000,17736000000.0,,3491000000.0,3491000000.0,3491000000.0,,,3544000000,4772000000.0,,39202000000,23177000000,11917000000.0,,,1377000000.0,16025000000,,8257000000.0,,,9634000000.0,7463000000,7768000000.0,10873000000,-1837000000.0,1892000000,5000000,9300000000,AMZN,Quarterly,balance
2015-06-30,USD,52440000000,26391000000,10269000000,10269000000,7470000000.0,4920000000,26049000000,19479000000.0,,3523000000.0,3523000000.0,3523000000.0,,,3732000000,4920000000.0,,40672000000,23912000000,12391000000.0,,,1259000000.0,16760000000,,8250000000.0,,,9509000000.0,7700000000,8510000000.0,11768000000,-1837000000.0,1984000000,5000000,9520000000,AMZN,Quarterly,balance
2015-09-30,USD,56230000000,28849000000,10709000000,10709000000,8981000000.0,5440000000,27381000000,20636000000.0,,3529000000.0,3529000000.0,3529000000.0,,,3719000000,5440000000.0,,43800000000,26657000000,14437000000.0,,,1117000000.0,17143000000,,8243000000.0,,,9360000000.0,8040000000,8900000000.0,12430000000,-1837000000.0,2063000000,5000000,9560000000,AMZN,Quarterly,balance
2015-12-31,USD,64747000000,35705000000,15890000000,15890000000,10243000000.0,5654000000,29042000000,21838000000.0,,992000000.0,992000000.0,3759000000.0,,16000000.0,3918000000,-5654000000.0,,51363000000,33887000000,20397000000.0,,,238000000.0,17476000000,,8235000000.0,238000000.0,,14175000000.0,10372000000,9926000000.0,13384000000,-1837000000.0,2545000000,5000000,9540000000,AMZN,Annual,balance
2015-12-31,USD,64747000000,35705000000,15890000000,15890000000,10243000000.0,5654000000,29042000000,21838000000.0,,992000000.0,992000000.0,3759000000.0,,16000000.0,3918000000,-5654000000.0,,51363000000,33887000000,20397000000.0,,,238000000.0,17476000000,,8235000000.0,238000000.0,,14175000000.0,10372000000,9926000000.0,13384000000,-1837000000.0,2545000000,5000000,9620000000,AMZN,Quarterly,balance
2016-03-31,USD,61128000000,30513000000,12470000000,12470000000,9582000000.0,5072000000,30615000000,23308000000.0,,3785000000.0,3785000000.0,3785000000.0,,,3389000000,5072000000.0,,46372000000,28187000000,14990000000.0,,,90000000.0,18185000000,,8219000000.0,,,8309000000.0,9341000000,9966000000.0,14756000000,-1837000000.0,3058000000,5000000,9620000000,AMZN,Quarterly,balance
2016-06-30,USD,65076000000,32220000000,12521000000,12521000000,9588000000.0,6092000000,32856000000,25190000000.0,,3774000000.0,3774000000.0,3774000000.0,,,4019000000,6092000000.0,,48538000000,29587000000,16123000000.0,,,41000000.0,18951000000,,8212000000.0,,,8253000000.0,9572000000,10739000000.0,16538000000,-1837000000.0,3915000000,5000000,9660000000,AMZN,Quarterly,balance
2016-09-30,USD,70897000000,35609000000,13656000000,13656000000,10696000000.0,6566000000,35288000000,27177000000.0,,3815000000.0,3815000000.0,3815000000.0,,,4691000000,6566000000.0,,53115000000,33498000000,18801000000.0,,,48000000.0,19617000000,,8205000000.0,,,8253000000.0,10449000000,11412000000.0,17782000000,-1837000000.0,4167000000,5000000,9700000000,AMZN,Quarterly,balance
2016-12-31,USD,83402000000,45781000000,19334000000,19334000000,11461000000.0,8339000000,37621000000,29114000000.0,,854000000.0,854000000.0,3784000000.0,,223000000.0,6647000000,-8339000000.0,,64117000000,43816000000,25309000000.0,,,5197000000.0,20301000000,7519000000.0,7694000000.0,1056000000.0,,15213000000.0,13739000000,12607000000.0,19285000000,-1837000000.0,4916000000,5000000,9680000000,AMZN,Annual,balance
2016-12-31,USD,83402000000,45781000000,19334000000,19334000000,11461000000.0,8339000000,37621000000,29114000000.0,,854000000.0,854000000.0,3784000000.0,,223000000.0,6647000000,-8339000000.0,,64117000000,43816000000,25309000000.0,,,1056000000.0,20301000000,,7694000000.0,1056000000.0,,15213000000.0,13739000000,12607000000.0,19285000000,-1837000000.0,4916000000,5000000,9720000000,AMZN,Quarterly,balance
2017-03-31,USD,80969000000,39460000000,15440000000,15440000000,10600000000.0,7329000000,41509000000,32632000000.0,,3823000000.0,3823000000.0,3823000000.0,,,6091000000,7329000000.0,,59295000000,37399000000,18891000000.0,,,1049000000.0,21896000000,,7691000000.0,21599000000.0,,8740000000.0,12005000000,14205000000.0,21674000000,-1837000000.0,6327000000,5000000,9800000000,AMZN,Quarterly,balance
2017-06-30,USD,87781000000,41007000000,13203000000,13203000000,11510000000.0,8046000000,46774000000,37083000000.0,,4254000000.0,4254000000.0,4254000000.0,,,8248000000,8046000000.0,,64567000000,40520000000,21439000000.0,,,1063000000.0,24047000000,,7683000000.0,23619000000.0,,8746000000.0,12953000000,16364000000.0,23214000000,-1837000000.0,6524000000,5000000,9840000000,AMZN,Quarterly,balance
2017-09-30,USD,115267000000,48578000000,12767000000,12767000000,13711000000.0,10557000000,66689000000,45335000000.0,,13271000000.0,13271000000.0,13271000000.0,,,11543000000,10557000000.0,,90609000000,47072000000,26075000000.0,,,1037000000.0,43537000000,,24710000000.0,1037000000.0,,25747000000.0,14807000000,18827000000.0,24658000000,-1837000000.0,6779000000,5000000,9880000000,AMZN,Quarterly,balance
2017-12-31,USD,131310000000,60197000000,20522000000,20522000000,16047000000.0,13164000000,71113000000,48866000000.0,,3371000000.0,3371000000.0,13350000000.0,,441000000.0,10464000000,-13164000000.0,,103601000000,57883000000,34616000000.0,,,6182000000.0,45718000000,13183000000.0,24743000000.0,100000000.0,,37926000000.0,18170000000,20975000000.0,27709000000,-1837000000.0,8636000000,5000000,9860000000,AMZN,Annual,balance
2017-12-31,USD,131310000000,60197000000,20522000000,20522000000,16047000000.0,13164000000,71113000000,48866000000.0,,3371000000.0,3371000000.0,13350000000.0,,441000000.0,10464000000,-13164000000.0,,103601000000,57883000000,34616000000.0,,,100000000.0,45718000000,,24743000000.0,100000000.0,,37926000000.0,18170000000,20975000000.0,27709000000,-1837000000.0,8636000000,5000000,9920000000,AMZN,Quarterly,balance
2018-03-31,USD,126362000000,50829000000,16676000000,16676000000,13840000000.0,12026000000,75533000000,52331000000.0,,13388000000.0,13388000000.0,13388000000.0,,497000000.0,8287000000,5726000000.0,,94899000000,48045000000,25172000000.0,,,53000000.0,46854000000,,24640000000.0,53000000.0,,24693000000.0,16638000000,22214000000.0,31463000000,-1837000000.0,11199000000,5000000,9960000000,AMZN,Quarterly,balance
2018-06-30,USD,134100000000,54481000000,19823000000,19823000000,14824000000.0,12607000000,79619000000,54768000000.0,,13944000000.0,13944000000.0,13944000000.0,,577000000.0,7227000000,5707000000.0,,99105000000,50801000000,27657000000.0,,,31000000.0,48304000000,,24638000000.0,31000000.0,,24669000000.0,17109000000,23666000000.0,34995000000,-1837000000.0,13733000000,5000000,10000000000,AMZN,Quarterly,balance
2018-09-30,USD,143695000000,59885000000,20425000000,20425000000,15862000000.0,14258000000,83810000000,58019000000.0,,14553000000.0,14553000000.0,14553000000.0,,573000000.0,9340000000,-14258000000.0,,104570000000,55324000000,30904000000.0,,,44000000.0,49246000000,,24684000000.0,44000000.0,,24728000000.0,18376000000,24562000000.0,39125000000,-1837000000.0,16616000000,5000000,10020000000,AMZN,Quarterly,balance
2018-12-31,USD,162648000000,75101000000,31750000000,31750000000,17174000000.0,16677000000,87547000000,61797000000.0,,4110000000.0,4110000000.0,14548000000.0,,722000000.0,9500000000,-16677000000.0,,119099000000,68391000000,38192000000.0,,,9502000000.0,50708000000,16292000000.0,23495000000.0,1371000000.0,,33145000000.0,23663000000,27213000000.0,43549000000,-1837000000.0,19625000000,5000000,10000000000,AMZN,Annual,balance
2018-12-31,USD,162648000000,75101000000,31750000000,31750000000,17174000000.0,16677000000,87547000000,61797000000.0,,4110000000.0,4110000000.0,14548000000.0,,440000000.0,9500000000,-16677000000.0,,119099000000,68391000000,38192000000.0,,,1371000000.0,50708000000,,23495000000.0,1371000000.0,,33145000000.0,23663000000,27213000000.0,43549000000,-1837000000.0,19625000000,5000000,10020000000,AMZN,Quarterly,balance
2019-03-31,USD,178102000000,69431000000,23115000000,23115000000,16432000000.0,15979000000,108671000000,61048000000.0,,,,14708000000.0,,594000000.0,13905000000,3679000000.0,,129692000000,63695000000,31809000000.0,,,1608000000.0,65997000000,33275000000.0,23322000000.0,1608000000.0,,56597000000.0,24588000000,9400000000.0,48410000000,-1837000000.0,23193000000,5000000,10040000000,AMZN,Quarterly,balance
2019-06-30,USD,191351000000,76790000000,22616000000,22616000000,18580000000.0,16747000000,114561000000,64723000000.0,,,,14727000000.0,,1501000000.0,18847000000,3547000000.0,,138290000000,69678000000,36063000000.0,,,1636000000.0,68612000000,35134000000.0,23329000000.0,1636000000.0,,58463000000.0,26140000000,10149000000.0,53061000000,-1837000000.0,25818000000,5000000,10060000000,AMZN,Quarterly,balance
2019-09-30,USD,199099000000,79054000000,23255000000,23255000000,18766000000.0,16887000000,120045000000,67662000000.0,,,,14734000000.0,,1420000000.0,20146000000,3787000000.0,,142591000000,72136000000,35794000000.0,,,2841000000.0,70455000000,37058000000.0,22472000000.0,2841000000.0,,59530000000.0,28961000000,10925000000.0,56508000000,-1837000000.0,27952000000,5000000,10080000000,AMZN,Quarterly,balance
2019-12-31,USD,225248000000,96334000000,36092000000,36092000000,20497000000.0,20816000000,128914000000,72705000000.0,,4049000000.0,4049000000.0,14754000000.0,,2169000000.0,18929000000,276000000.0,,163188000000,87812000000,47183000000.0,,,1307000000.0,75376000000,39791000000.0,23414000000.0,1307000000.0,,63205000000.0,32439000000,12171000000.0,62060000000,-1837000000.0,31220000000,5000000,10080000000,AMZN,Annual,balance
2019-12-31,USD,225248000000,96334000000,36092000000,36092000000,20497000000.0,20816000000,128914000000,72705000000.0,,4049000000.0,4049000000.0,14754000000.0,,2169000000.0,18929000000,4016000000.0,,163188000000,87812000000,47183000000.0,,,1305000000.0,75376000000,39791000000.0,23414000000.0,1307000000.0,,63205000000.0,32439000000,12171000000.0,62060000000,-1837000000.0,31220000000,5000000,10100000000,AMZN,Quarterly,balance
2020-03-31,USD,221238000000,85985000000,27201000000,27201000000,18857000000.0,17836000000,135253000000,77779000000.0,,,,14739000000.0,,,22091000000,3836000000.0,,155966000000,79711000000,40056000000.0,,,1311000000.0,76255000000,40300000000.0,23437000000.0,,,63737000000.0,30791000000,12518000000.0,65272000000,-1837000000.0,33755000000,5000000,10120000000,AMZN,Quarterly,balance
2020-06-30,USD,258314000000,110908000000,37466000000,37466000000,19599000000.0,19918000000,147406000000,86517000000.0,,,,14751000000.0,,,33925000000,4618000000.0,,184586000000,93896000000,51036000000.0,,,1884000000.0,90690000000,42798000000.0,33128000000.0,,,75926000000.0,33863000000,14764000000.0,73728000000,-1837000000.0,38998000000,5000000,10180000000,AMZN,Quarterly,balance
2020-09-30,USD,282179000000,112969000000,29930000000,29930000000,23735000000.0,20832000000,169210000000,99981000000.0,,,,14960000000.0,,,38472000000,4432000000.0,,199404000000,101912000000,58334000000.0,,,880000000.0,97492000000,48589000000.0,32929000000.0,,,81518000000.0,34327000000,15974000000.0,82775000000,-1837000000.0,45329000000,5000000,10240000000,AMZN,Quarterly,balance
2020-12-31,USD,321195000000,132733000000,42122000000,42122000000,23795000000.0,24542000000,188462000000,150667000000.0,,4981000000.0,4981000000.0,15017000000.0,,,42274000000,4942000000.0,,227791000000,126385000000,72539000000.0,,,16115000000.0,101406000000,52573000000.0,31816000000.0,,,84389000000.0,44138000000,17017000000.0,93404000000,-1837000000.0,52551000000,5000000,10200000000,AMZN,Annual,balance
2020-12-31,USD,321195000000,132733000000,42122000000,42122000000,23795000000.0,24542000000,188462000000,150667000000.0,,4981000000.0,4981000000.0,15017000000.0,,,42274000000,4942000000.0,,227791000000,126385000000,72539000000.0,,,1991000000.0,101406000000,52573000000.0,31816000000.0,,,84389000000.0,44138000000,17017000000.0,93404000000,-1837000000.0,52551000000,5000000,10260000000,AMZN,Quarterly,balance
2021-03-31,USD,323077000000,121408000000,33834000000,33834000000,23849000000.0,24289000000,201669000000,160789000000.0,,,,15220000000.0,,,39436000000,5389000000.0,,219757000000,115404000000,63926000000.0,,,1881000000.0,104353000000,53067000000.0,31868000000.0,,,84935000000.0,40939000000,19418000000.0,103320000000,-1837000000.0,60658000000,5000000,10260000000,AMZN,Quarterly,balance
2021-06-30,USD,360319000000,140848000000,40380000000,40380000000,24119000000.0,26835000000,219471000000,176848000000.0,,,,15350000000.0,,,49514000000,6335000000.0,,245516000000,117792000000,66090000000.0,,,15814000000.0,127724000000,56297000000.0,50279000000.0,,,106576000000.0,41007000000,21148000000.0,114803000000,-1837000000.0,68436000000,5000000,10280000000,AMZN,Quarterly,balance
2021-09-30,USD,382406000000,138531000000,29944000000,29944000000,30933000000.0,28610000000,243875000000,199303000000.0,,,,15345000000.0,,,49044000000,6910000000.0,,261842000000,123994000000,71474000000.0,,,15625000000.0,137848000000,63848000000.0,50055000000.0,,,113903000000.0,41546000000,23945000000.0,120564000000,-1837000000.0,71592000000,5000000,10300000000,AMZN,Quarterly,balance
2021-12-31,USD,420549000000,161580000000,36220000000,36220000000,32640000000.0,32891000000,258969000000,216363000000.0,,5107000000.0,5107000000.0,15371000000.0,,,59829000000,7391000000.0,,282304000000,142266000000,78664000000.0,,,15923000000.0,140038000000,67651000000.0,48744000000.0,,,116395000000.0,51775000000,23643000000.0,138245000000,-1837000000.0,85915000000,106000000,10300000000,AMZN,Annual,balance
2021-12-31,USD,420549000000,161580000000,36220000000,36220000000,32640000000.0,32891000000,258969000000,216363000000.0,,5107000000.0,5107000000.0,15371000000.0,,,59829000000,7391000000.0,,282304000000,142266000000,78664000000.0,,,15923000000.0,140038000000,67651000000.0,48744000000.0,,,116395000000.0,51775000000,23643000000.0,138245000000,-1837000000.0,85915000000,106000000,10320000000,AMZN,Quarterly,balance
2022-03-31,USD,410767000000,133876000000,36393000000,36393000000,34987000000.0,32504000000,276891000000,224629000000.0,,,,20229000000.0,,,29992000000,191000000.0,,276766000000,139508000000,68547000000.0,,,16163000000.0,137258000000,65731000000.0,47556000000.0,,,113287000000.0,58141000000,23971000000.0,134001000000,-4503000000.0,82071000000,5000000,10180000000,AMZN,Quarterly,balance
2022-06-30,USD,419728000000,133667000000,37478000000,37478000000,38153000000.0,34804000000,286061000000,232136000000.0,,,,20195000000.0,,,23232000000,207000000.0,,288326000000,140291000000,71219000000.0,,,17497000000.0,148035000000,66524000000.0,58053000000.0,,,124577000000.0,56254000000,23458000000.0,131402000000,-7837000000.0,80043000000,107000000,10183000000,AMZN,Quarterly,balance
2022-09-30,USD,428362000000,131463000000,34947000000,34947000000,36647000000.0,36154000000,296899000000,239228000000.0,,,,20168000000.0,,,23715000000,36154000000.0,,290873000000,140363000000,67760000000.0,,,16329000000.0,150510000000,69332000000.0,58919000000.0,,,128251000000.0,59974000000,22259000000.0,137489000000,,82915000000,107000000,10198000000,AMZN,Quarterly,balance
2022-12-31,USD,462675000000,146791000000,53888000000,53888000000,34405000000.0,42360000000,315884000000,252838000000.0,,6097000000.0,6097000000.0,20288000000.0,,,16138000000,6158000000.0,,316632000000,155393000000,79600000000.0,,,14854000000.0,161239000000,72968000000.0,67150000000.0,,,140118000000.0,62566000000,21121000000.0,146043000000,,83193000000,108000000,10189000000,AMZN,Annual,balance
2022-12-31,USD,462675000000,146791000000,53888000000,53888000000,34405000000.0,42360000000,315884000000,252838000000.0,,6097000000.0,6097000000.0,20288000000.0,,,16138000000,358000000.0,,316632000000,155393000000,79600000000.0,,,14854000000.0,161239000000,72968000000.0,67150000000.0,,,140118000000.0,62566000000,21121000000.0,146043000000,,83193000000,108000000,10242000000,AMZN,Quarterly,balance
2023-03-31,USD,464378000000,136221000000,49343000000,49343000000,34170000000.0,37646000000,328157000000,259016000000.0,,,,22749000000.0,,,15062000000,377000000.0,,309852000000,147570000000,66907000000.0,,,13428000000.0,162282000000,74267000000.0,67084000000.0,,,141351000000.0,66382000000,20931000000.0,154526000000,,86365000000,108000000,10258000000,AMZN,Quarterly,balance
2023-06-30,USD,477607000000,140482000000,49529000000,49529000000,36587000000.0,39925000000,337125000000,264116000000.0,,,,22785000000.0,,,14441000000,9000000000.0,,309005000000,148238000000,69481000000.0,,,15003000000.0,160767000000,75822000000.0,63092000000.0,,,138914000000.0,64235000000,21853000000.0,168602000000,,93115000000,108000000,10449000000,AMZN,Quarterly,balance
2023-09-30,USD,486883000000,142995000000,49605000000,49605000000,35406000000.0,43420000000,343888000000,267226000000.0,,,,22749000000.0,,,14564000000,5320000000.0,,303910000000,145214000000,72004000000.0,,,16472000000.0,158696000000,75891000000.0,61098000000.0,,,136989000000.0,58812000000,21707000000.0,182973000000,,102994000000,108000000,10558000000,AMZN,Quarterly,balance
2023-12-31,USD,527854000000,172351000000,73387000000,73387000000,33318000000.0,52253000000,355503000000,276690000000.0,,7687000000.0,7687000000.0,22789000000.0,,,13393000000,6897000000.0,,325979000000,164917000000,84981000000.0,,,18945000000.0,161062000000,77297000000.0,58314000000.0,,,135611000000.0,64709000000,25451000000.0,201875000000,,113618000000,109000000,10492000000,AMZN,Annual,balance
2023-12-31,USD,527854000000,172351000000,73387000000,73387000000,33318000000.0,52253000000,355503000000,,,7687000000.0,7687000000.0,22789000000.0,,,13393000000,6897000000.0,,325979000000,164917000000,84981000000.0,,,18945000000.0,161062000000,77297000000.0,58314000000.0,,,135611000000.0,64709000000,25451000000.0,201875000000,,113618000000,109000000,10610000000,AMZN,Quarterly,balance
2024-03-31,USD,530969000000,163989000000,72852000000,72852000000,31147000000.0,47768000000,366980000000,,,,,22770000000.0,,,12222000000,5568000000.0,,314308000000,152965000000,73068000000.0,,,19055000000.0,161343000000,77052000000.0,57634000000.0,,,134686000000.0,63970000000,26657000000.0,216661000000,,124049000000,109000000,10670000000,AMZN,Quarterly,balance
2024-06-30,USD,554818000000,173307000000,71178000000,71178000000,34109000000.0,50106000000,381511000000,,,,,22879000000.0,,,17914000000,5906000000.0,,318371000000,158172000000,81817000000.0,,,17604000000.0,160199000000,78084000000.0,54889000000.0,,,132973000000.0,60351000000,27226000000.0,236447000000,,137534000000,110000000,10708000000,AMZN,Quarterly,balance
